Reason Code,Reason Description,Asset Impact,Traffic,Due Date,Priority
TOHE,Standard OHE upkeep carried out under regular maintenance programme.,Medium,Low,9,Moderate
EOMT,Standard material train scheduling update for periodic track renewal work.,Medium,Low,11,Normal
STEL,Telecom system failure has cut off communication with the field; immediate restoration required.,Medium,High,-2,Critical
ETMR,Severe track misalignment detected posing derailment risk; immediate correction needed.,Medium,High,-3,Critical
SREP,Signalling equipment condition slightly below standard; can be addressed in the coming days.,Low,High,1,Urgent
SSIG,Signal system fault has disrupted safe train working; immediate rectification required.,High,Medium,-4,Critical
TREP,Electrical equipment servicing logged as completed under the regular schedule.,Low,Medium,5,Moderate
SSIG,Signal equipment check completed as part of the regular inspection cycle.,Low,Low,9,Normal
TPWR,Traction power system logged as normal during the latest periodic check.,Low,Low,8,Normal
ETMW,Track machine breakdown during possession has left the rail section unsafe for train movement; immediate rectification required.,Medium,Low,0,Urgent
SREP,Signalling equipment failure detected at a key interlocking point; immediate repair necessary for safe operations.,Medium,Low,-2,Urgent
OTHR,General infrastructure fault reported requiring urgent attention to avoid disruption.,High,High,1,Critical
TREP,Standard electrical equipment check completed under periodic maintenance.,Low,Medium,9,Moderate
SREP,Standard signalling equipment check completed under regular maintenance.,Medium,Low,11,Normal
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Medium,Low,8,Moderate
EOMT,Routine material train logistics coordination for upcoming ballast supply.,Low,Low,9,Normal
ETMW,Sudden track machine failure mid-operation has blocked the line unsafely; urgent intervention needed to restore safe passage.,Medium,High,-4,Critical
TPWR,Periodic traction power equipment check completed with no issues found.,Medium,Low,12,Normal
SREP,Signalling equipment check completed under the regular maintenance cycle.,Medium,Medium,5,Moderate
ETMW,Track machine breakdown during possession has left the rail section unsafe for train movement; immediate rectification required.,High,Low,-2,Critical
TPWR,Sudden traction power failure has halted electric train operations; immediate restoration required.,High,Low,-4,Critical
ETMR,Track buckling reported due to extreme heat; immediate repair required for safe train passage.,High,Low,-3,Critical
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Medium,High,5,Urgent
STEL,Telecom equipment performance degradation noted; can be addressed in the coming days.,Medium,Medium,4,Urgent
SSIG,Signal system fault has disrupted safe train working; immediate rectification required.,Medium,Low,-3,Urgent
SREP,Signalling equipment failure detected at a key interlocking point; immediate repair necessary for safe operations.,High,Medium,-1,Critical
SREP,Minor signalling equipment fault noted; repair can be planned within the week.,Medium,Medium,4,Urgent
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Low,Low,14,Normal
STEL,Total loss of telecom connectivity on the section disrupting coordination; immediate restoration necessary.,Medium,Low,0,Urgent
ETMR,Severe track misalignment detected posing derailment risk; immediate correction needed.,Medium,Low,-2,Urgent
SREP,Minor signalling equipment fault noted; repair can be planned within the week.,Low,High,0,Urgent
ETMW,Periodic track machine inspection completed as scheduled; equipment functioning normally.,Medium,High,12,Moderate
TPWR,Traction power readings fluctuating beyond normal range; urgent correction needed.,Medium,Medium,1,Urgent
STEL,Total loss of telecom connectivity on the section disrupting coordination; immediate restoration necessary.,Medium,Low,-5,Urgent
STEL,Telecom system failure has cut off communication with the field; immediate restoration required.,High,High,-3,Critical
ETMW,Routine preventive check of track machine as per maintenance calendar; no anomalies reported.,Low,Low,3,Normal
TREP,Electrical equipment fault is affecting supply reliability; urgent repair recommended.,Medium,High,2,Critical
EOMT,Material train scheduling clash is delaying track possession; needs urgent resolution.,Medium,High,2,Critical
ETMR,Routine track patrol maintenance as per periodic schedule.,Low,Low,3,Normal
TPWR,Scheduled traction power equipment check showing early wear signs; can be addressed in the coming days.,Low,High,7,Moderate
STEL,Routine telecom equipment testing as per maintenance calendar.,Low,Medium,8,Moderate
OTHR,General maintenance check completed under the regular schedule.,Low,Medium,10,Normal
ETMW,Periodic track machine inspection completed as scheduled; equipment functioning normally.,Low,Low,11,Normal
TREP,Electrical equipment malfunction causing intermittent traction supply issues; urgent repair required.,Medium,High,2,Critical
SREP,Point machine failure at a critical junction affecting train safety; immediate repair required.,Medium,High,-1,Critical
ETMR,Track geometry deviation beyond permissible limits found during inspection; urgent repair needed.,Medium,Low,2,Urgent
ETMR,Standard track upkeep carried out as part of regular maintenance cycle.,Low,Low,9,Normal
EOMT,Material train movement scheduling conflict with regular traffic; can be resolved in the coming days.,Low,High,5,Urgent
SREP,Standard signalling equipment check completed under regular maintenance.,Medium,Low,4,Moderate
OTHR,Standard general maintenance check completed with no issues found.,Low,Low,9,Normal
TREP,Electrical equipment showing performance degradation; can be addressed in the coming days.,Low,Medium,3,Moderate
EOMT,Unsafe material train loading condition reported at the yard; immediate corrective action required.,Medium,Medium,-1,Critical
ETMW,"Scheduled track machine servicing due; minor calibration drift observed, can be addressed in the coming days.",Low,Low,3,Moderate
EOMT,Standard material train scheduling update for periodic track renewal work.,Medium,Low,10,Normal
STEL,Telecom equipment check completed under the regular maintenance schedule.,Medium,High,3,Urgent
SREP,Routine signalling equipment upkeep as per periodic schedule.,Low,Low,3,Normal
TPWR,Traction power interruption reported on the corridor causing service delays; needs urgent repair.,Medium,High,2,Critical
ERRL,Critical rail defect identified during ultrasonic testing; immediate renewal necessary for safe operations.,Medium,Medium,0,Critical
EOMT,Unsafe material train loading condition reported at the yard; immediate corrective action required.,Medium,High,-5,Critical
TPWR,Routine traction power system inspection as per maintenance calendar.,Low,Low,4,Normal
STEL,Routine telecom equipment testing as per maintenance calendar.,Medium,Medium,6,Moderate
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Medium,High,6,Moderate
ERRL,Severe rail fracture detected on the running line; immediate replacement required to prevent derailment.,Medium,Low,-1,Urgent
TPWR,Scheduled traction power equipment check showing early wear signs; can be addressed in the coming days.,Low,High,5,Urgent
TPWR,Traction power interruption reported on the corridor causing service delays; needs urgent repair.,Medium,Low,2,Urgent
TREP,Electrical equipment fault at the substation has caused a loss of supply; immediate repair required.,High,Low,-1,Critical
OTHR,General maintenance check completed under the regular schedule.,Medium,High,5,Urgent
OTHR,Routine miscellaneous upkeep task as per maintenance calendar.,Medium,Medium,8,Moderate
OTHR,Urgent miscellaneous fault reported with significant safety implications; immediate action required.,Medium,High,-3,Critical
TREP,Electrical equipment malfunction causing intermittent traction supply issues; urgent repair required.,High,Medium,2,Critical
ETMW,Track machine performance slightly below standard; servicing can be planned within the week.,Medium,High,6,Urgent
SSIG,Routine signal maintenance as per periodic inspection calendar.,Medium,High,5,Urgent
SSIG,Standard signal equipment check completed with no issues found.,Low,Low,3,Normal
STEL,Routine telecom equipment testing as per maintenance calendar.,Low,High,8,Moderate
STEL,Telecom equipment check completed under the regular maintenance schedule.,Medium,High,4,Urgent
SREP,Routine signalling equipment upkeep as per periodic schedule.,Low,High,11,Moderate
STEL,Telecom equipment condition slightly below standard; can be addressed in the coming days.,Medium,High,5,Urgent
OTHR,Standard general maintenance check completed with no issues found.,Low,High,9,Moderate
TPWR,Periodic traction power equipment check completed with no issues found.,Low,Medium,13,Normal
TOHE,OHE conductor damage found posing an immediate safety hazard; urgent maintenance required.,Medium,High,-3,Critical
STEL,Total loss of telecom connectivity on the section disrupting coordination; immediate restoration necessary.,High,High,-4,Critical
STEL,Minor telecom connectivity issue observed during inspection; can be resolved within the week.,Low,Low,4,Moderate
ERRL,Rail section nearing renewal threshold as per condition monitoring; can be addressed in the coming days.,Low,Medium,7,Moderate
STEL,Telecom equipment fault is disrupting coordination; urgent repair recommended.,High,Low,1,Urgent
OTHR,Miscellaneous maintenance issue with significant operational impact identified.,High,High,2,Critical
